rater_id,canonical_name,aliases,groups,expertise_level,affiliation,years_eeg,neurologist,epileptologist,board_certified,read_eeg_flag,rct_arm,trial_pool,n_segments_scored_roster,is_person
1778,crowd_46952,"[""crowd_46952""]","[""Crowd""]",,,,False,False,False,False,,,,True
1779,crowd_46967,"[""crowd_46967""]","[""Crowd""]",,,,False,False,False,False,,,,True
1780,crowd_46984,"[""crowd_46984""]","[""Crowd""]",,,,False,False,False,False,,,,True
1781,crowd_47026,"[""crowd_47026""]","[""Crowd""]",,,,False,False,False,False,,,,True
1782,crowd_47055,"[""crowd_47055""]","[""Crowd""]",,,,False,False,False,False,,,,True
1783,crowd_47060,"[""crowd_47060""]","[""Crowd""]",,,,False,False,False,False,,,,True
1784,crowd_47203,"[""crowd_47203""]","[""Crowd""]",,,,False,False,False,False,,,,True
1785,crowd_47309,"[""crowd_47309""]","[""Crowd""]",,,,False,False,False,False,,,,True
1786,crowd_47385,"[""crowd_47385""]","[""Crowd""]",,,,False,False,False,False,,,,True
1787,crowd_47407,"[""crowd_47407""]","[""Crowd""]",,,,False,False,False,False,,,,True
1788,crowd_47410,"[""crowd_47410""]","[""Crowd""]",,,,False,False,False,False,,,,True
1789,crowd_47509,"[""crowd_47509""]","[""Crowd""]",,,,False,False,False,False,,,,True
1790,crowd_47615,"[""crowd_47615""]","[""Crowd""]",,,,False,False,False,False,,,,True
1791,crowd_47624,"[""crowd_47624""]","[""Crowd""]",,,,False,False,False,False,,,,True
1792,crowd_47705,"[""crowd_47705""]","[""Crowd""]",,,,True,True,False,True,,,,True
1793,crowd_47739,"[""crowd_47739""]","[""Crowd""]",,,,False,False,False,False,,,,True
1794,crowd_47754,"[""crowd_47754""]","[""Crowd""]",,,,False,False,False,False,,,,True
1795,crowd_47770,"[""crowd_47770""]","[""Crowd""]",,,,False,False,False,True,,,,True
1796,crowd_47819,"[""crowd_47819""]","[""Crowd""]",,,,False,False,False,False,,,,True
1797,crowd_4783,"[""crowd_4783""]","[""Crowd""]",,,,False,False,False,False,,,,True
1798,crowd_47856,"[""crowd_47856""]","[""Crowd""]",,,,False,False,False,False,,,,True
1799,crowd_47880,"[""crowd_47880""]","[""Crowd""]",,,,False,False,False,False,,,,True
1800,crowd_47967,"[""crowd_47967""]","[""Crowd""]",,,,False,False,False,False,,,,True
1801,crowd_47992,"[""crowd_47992""]","[""Crowd""]",,,,True,True,False,True,,,,True
1802,crowd_48051,"[""crowd_48051""]","[""Crowd""]",,,,False,False,False,False,,,,True
1803,crowd_48052,"[""crowd_48052""]","[""Crowd""]",,,,False,False,False,False,,,,True
1804,crowd_48054,"[""crowd_48054""]","[""Crowd""]",,,,False,False,False,False,,,,True
1805,crowd_48092,"[""crowd_48092""]","[""Crowd""]",,,,False,False,False,False,,,,True
1806,crowd_48105,"[""crowd_48105""]","[""Crowd""]",,,,False,False,False,False,,,,True
1807,crowd_48106,"[""crowd_48106""]","[""Crowd""]",,,,False,False,False,False,,,,True
1808,crowd_48111,"[""crowd_48111""]","[""Crowd""]",,,,False,False,False,False,,,,True
1809,crowd_48135,"[""crowd_48135""]","[""Crowd""]",,,,False,False,False,False,,,,True
1810,crowd_48141,"[""crowd_48141""]","[""Crowd""]",,,,False,False,False,False,,,,True
1811,crowd_48144,"[""crowd_48144""]","[""Crowd""]",,,,False,False,False,True,,,,True
1812,crowd_48147,"[""crowd_48147""]","[""Crowd""]",,,,False,False,False,False,,,,True
1813,crowd_48174,"[""crowd_48174""]","[""Crowd""]",,,,False,False,False,False,,,,True
1814,crowd_48242,"[""crowd_48242""]","[""Crowd""]",,,,False,False,False,False,,,,True
1815,crowd_48451,"[""crowd_48451""]","[""Crowd""]",,,,False,False,False,False,,,,True
1816,crowd_48464,"[""crowd_48464""]","[""Crowd""]",,,,True,True,False,True,,,,True
1817,crowd_48595,"[""crowd_48595""]","[""Crowd""]",,,,False,False,False,False,,,,True
1818,crowd_48655,"[""crowd_48655""]","[""Crowd""]",,,,False,False,False,False,,,,True
1819,crowd_48680,"[""crowd_48680""]","[""Crowd""]",,,,False,False,False,False,,,,True
1820,crowd_48697,"[""crowd_48697""]","[""Crowd""]",,,,False,False,False,False,,,,True
1821,crowd_48704,"[""crowd_48704""]","[""Crowd""]",,,,False,False,False,False,,,,True
1822,crowd_48705,"[""crowd_48705""]","[""Crowd""]",,,,False,False,False,False,,,,True
1823,crowd_48707,"[""crowd_48707""]","[""Crowd""]",,,,False,False,False,False,,,,True
1824,crowd_48724,"[""crowd_48724""]","[""Crowd""]",,,,False,False,False,False,,,,True
1825,crowd_48738,"[""crowd_48738""]","[""Crowd""]",,,,False,False,False,False,,,,True
1826,crowd_48751,"[""crowd_48751""]","[""Crowd""]",,,,False,False,False,False,,,,True
1827,crowd_48763,"[""crowd_48763""]","[""Crowd""]",,,,False,False,False,False,,,,True
1828,crowd_48764,"[""crowd_48764""]","[""Crowd""]",,,,False,False,False,False,,,,True
1829,crowd_48769,"[""crowd_48769""]","[""Crowd""]",,,,False,False,False,False,,,,True
1830,crowd_48772,"[""crowd_48772""]","[""Crowd""]",,,,False,False,False,False,,,,True
1831,crowd_48776,"[""crowd_48776""]","[""Crowd""]",,,,False,False,False,False,,,,True
1832,crowd_48786,"[""crowd_48786""]","[""Crowd""]",,,,False,False,False,False,,,,True
1833,crowd_48790,"[""crowd_48790""]","[""Crowd""]",,,,False,False,False,False,,,,True
1834,crowd_48807,"[""crowd_48807""]","[""Crowd""]",,,,False,False,False,False,,,,True
1835,crowd_48815,"[""crowd_48815""]","[""Crowd""]",,,,False,False,False,False,,,,True
1836,crowd_48820,"[""crowd_48820""]","[""Crowd""]",,,,False,False,False,False,,,,True
1837,crowd_48822,"[""crowd_48822""]","[""Crowd""]",,,,False,False,False,False,,,,True
1838,crowd_48823,"[""crowd_48823""]","[""Crowd""]",,,,False,False,False,False,,,,True
1839,crowd_48827,"[""crowd_48827""]","[""Crowd""]",,,,False,False,False,False,,,,True
1840,crowd_48851,"[""crowd_48851""]","[""Crowd""]",,,,False,False,False,False,,,,True
1841,crowd_48939,"[""crowd_48939""]","[""Crowd""]",,,,False,False,False,False,,,,True
1842,crowd_49123,"[""crowd_49123""]","[""Crowd""]",,,,False,False,False,False,,,,True
1843,crowd_49174,"[""crowd_49174""]","[""Crowd""]",,,,False,False,False,False,,,,True
1844,crowd_49233,"[""crowd_49233""]","[""Crowd""]",,,,True,True,False,False,,,,True
1845,crowd_49279,"[""crowd_49279""]","[""Crowd""]",,,,False,False,False,False,,,,True
1846,crowd_49352,"[""crowd_49352""]","[""Crowd""]",,,,False,False,False,False,,,,True
1847,crowd_49359,"[""crowd_49359""]","[""Crowd""]",,,,False,False,False,False,,,,True
1848,crowd_49392,"[""crowd_49392""]","[""Crowd""]",,,,False,False,False,False,,,,True
1849,crowd_49468,"[""crowd_49468""]","[""Crowd""]",,,,False,False,False,False,,,,True
1850,crowd_49482,"[""crowd_49482""]","[""Crowd""]",,,,False,False,False,False,,,,True
1851,crowd_49502,"[""crowd_49502""]","[""Crowd""]",,,,False,False,False,False,,,,True
1852,crowd_49521,"[""crowd_49521""]","[""Crowd""]",,,,True,True,False,True,,,,True
1853,crowd_49549,"[""crowd_49549""]","[""Crowd""]",,,,False,False,False,False,,,,True
1854,crowd_49560,"[""crowd_49560""]","[""Crowd""]",,,,False,False,False,False,,,,True
1855,crowd_49586,"[""crowd_49586""]","[""Crowd""]",,,,True,True,False,True,,,,True
1856,crowd_49629,"[""crowd_49629""]","[""Crowd""]",,,,False,False,False,False,,,,True
1857,crowd_49681,"[""crowd_49681""]","[""Crowd""]",,,,True,True,False,False,,,,True
1858,crowd_49729,"[""crowd_49729""]","[""Crowd""]",,,,False,False,False,False,,,,True
1859,crowd_49740,"[""crowd_49740""]","[""Crowd""]",,,,False,False,False,False,,,,True
1860,crowd_49815,"[""crowd_49815""]","[""Crowd""]",,,,False,False,False,True,,,,True
1861,crowd_49878,"[""crowd_49878""]","[""Crowd""]",,,,False,False,False,False,,,,True
1862,crowd_49916,"[""crowd_49916""]","[""Crowd""]",,,,False,False,False,False,,,,True
1863,crowd_49928,"[""crowd_49928""]","[""Crowd""]",,,,False,False,False,False,,,,True
1864,crowd_49958,"[""crowd_49958""]","[""Crowd""]",,,,False,False,False,False,,,,True
1865,crowd_49981,"[""crowd_49981""]","[""Crowd""]",,,,False,False,False,False,,,,True
1866,crowd_49991,"[""crowd_49991""]","[""Crowd""]",,,,False,False,False,False,,,,True
1867,crowd_49993,"[""crowd_49993""]","[""Crowd""]",,,,False,False,False,False,,,,True
1868,crowd_50004,"[""crowd_50004""]","[""Crowd""]",,,,False,False,False,False,,,,True
1869,crowd_50023,"[""crowd_50023""]","[""Crowd""]",,,,False,False,False,False,,,,True
1870,crowd_50036,"[""crowd_50036""]","[""Crowd""]",,,,False,False,False,False,,,,True
1871,crowd_50068,"[""crowd_50068""]","[""Crowd""]",,,,False,False,False,False,,,,True
1872,crowd_50080,"[""crowd_50080""]","[""Crowd""]",,,,True,True,False,True,,,,True
1873,crowd_50091,"[""crowd_50091""]","[""Crowd""]",,,,False,False,False,False,,,,True
1874,crowd_50117,"[""crowd_50117""]","[""Crowd""]",,,,True,True,False,True,,,,True
1875,crowd_50132,"[""crowd_50132""]","[""Crowd""]",,,,False,False,False,True,,,,True
1876,crowd_50175,"[""crowd_50175""]","[""Crowd""]",,,,False,False,False,False,,,,True
1877,crowd_50185,"[""crowd_50185""]","[""Crowd""]",,,,False,False,False,False,,,,True
1878,crowd_50198,"[""crowd_50198""]","[""Crowd""]",,,,False,False,False,True,,,,True
1879,crowd_50202,"[""crowd_50202""]","[""Crowd""]",,,,False,False,False,False,,,,True
1880,crowd_50205,"[""crowd_50205""]","[""Crowd""]",,,,False,False,False,False,,,,True
1881,crowd_50213,"[""crowd_50213""]","[""Crowd""]",,,,False,False,False,False,,,,True
1882,crowd_50263,"[""crowd_50263""]","[""Crowd""]",,,,False,False,False,False,,,,True
1883,crowd_50649,"[""crowd_50649""]","[""Crowd""]",,,,False,False,False,False,,,,True
1884,crowd_50916,"[""crowd_50916""]","[""Crowd""]",,,,False,False,False,False,,,,True
1885,crowd_51907,"[""crowd_51907""]","[""Crowd""]",,,,False,False,False,False,,,,True
1886,crowd_52228,"[""crowd_52228""]","[""Crowd""]",,,,False,False,False,False,,,,True
1887,crowd_52308,"[""crowd_52308""]","[""Crowd""]",,,,False,False,False,False,,,,True
1888,crowd_52931,"[""crowd_52931""]","[""Crowd""]",,,,False,False,False,False,,,,True
1889,crowd_52961,"[""crowd_52961""]","[""Crowd""]",,,,False,False,False,True,,,,True
1890,crowd_52979,"[""crowd_52979""]","[""Crowd""]",,,,False,False,False,False,,,,True
1891,crowd_53029,"[""crowd_53029""]","[""Crowd""]",,,,False,False,False,False,,,,True
1892,crowd_53077,"[""crowd_53077""]","[""Crowd""]",,,,False,False,False,False,,,,True
1893,crowd_53149,"[""crowd_53149""]","[""Crowd""]",,,,False,False,False,False,,,,True
1894,crowd_53186,"[""crowd_53186""]","[""Crowd""]",,,,False,False,False,False,,,,True
1895,crowd_53188,"[""crowd_53188""]","[""Crowd""]",,,,False,False,False,False,,,,True
1896,crowd_53198,"[""crowd_53198""]","[""Crowd""]",,,,False,False,False,False,,,,True
1897,crowd_53206,"[""crowd_53206""]","[""Crowd""]",,,,False,False,False,False,,,,True
1898,crowd_53213,"[""crowd_53213""]","[""Crowd""]",,,,False,False,False,False,,,,True
1899,crowd_53235,"[""crowd_53235""]","[""Crowd""]",,,,False,False,False,False,,,,True
1900,crowd_53236,"[""crowd_53236""]","[""Crowd""]",,,,False,False,False,False,,,,True
1901,crowd_53270,"[""crowd_53270""]","[""Crowd""]",,,,False,False,False,False,,,,True
1902,crowd_53744,"[""crowd_53744""]","[""Crowd""]",,,,False,False,False,True,,,,True
1903,crowd_53745,"[""crowd_53745""]","[""Crowd""]",,,,False,False,False,False,,,,True
1904,crowd_53797,"[""crowd_53797""]","[""Crowd""]",,,,False,False,False,False,,,,True
1905,crowd_53811,"[""crowd_53811""]","[""Crowd""]",,,,False,False,False,False,,,,True
1906,crowd_53837,"[""crowd_53837""]","[""Crowd""]",,,,False,False,False,False,,,,True
1907,crowd_53838,"[""crowd_53838""]","[""Crowd""]",,,,False,False,False,False,,,,True
1908,crowd_53882,"[""crowd_53882""]","[""Crowd""]",,,,False,False,False,False,,,,True
1909,crowd_53983,"[""crowd_53983""]","[""Crowd""]",,,,True,True,False,True,,,,True
1910,crowd_54019,"[""crowd_54019""]","[""Crowd""]",,,,False,False,False,False,,,,True
1911,crowd_54143,"[""crowd_54143""]","[""Crowd""]",,,,False,False,False,False,,,,True
1912,crowd_54213,"[""crowd_54213""]","[""Crowd""]",,,,False,False,False,False,,,,True
1913,crowd_54358,"[""crowd_54358""]","[""Crowd""]",,,,False,False,False,False,,,,True
1914,crowd_54585,"[""crowd_54585""]","[""Crowd""]",,,,False,False,False,False,,,,True
1915,crowd_54753,"[""crowd_54753""]","[""Crowd""]",,,,False,False,False,False,,,,True
1916,crowd_54802,"[""crowd_54802""]","[""Crowd""]",,,,False,False,False,False,,,,True
1917,crowd_54825,"[""crowd_54825""]","[""Crowd""]",,,,False,False,False,False,,,,True
1918,crowd_54835,"[""crowd_54835""]","[""Crowd""]",,,,False,False,False,False,,,,True
1919,crowd_54837,"[""crowd_54837""]","[""Crowd""]",,,,False,False,False,False,,,,True
1920,crowd_54869,"[""crowd_54869""]","[""Crowd""]",,,,False,False,False,False,,,,True
1921,crowd_54870,"[""crowd_54870""]","[""Crowd""]",,,,False,False,False,False,,,,True
1922,crowd_54873,"[""crowd_54873""]","[""Crowd""]",,,,False,False,False,False,,,,True
1923,crowd_54884,"[""crowd_54884""]","[""Crowd""]",,,,False,False,False,False,,,,True
1924,crowd_54950,"[""crowd_54950""]","[""Crowd""]",,,,False,False,False,False,,,,True
1925,crowd_55034,"[""crowd_55034""]","[""Crowd""]",,,,False,False,False,False,,,,True
1926,crowd_55043,"[""crowd_55043""]","[""Crowd""]",,,,False,False,False,False,,,,True
1927,crowd_55059,"[""crowd_55059""]","[""Crowd""]",,,,False,False,False,False,,,,True
1928,crowd_55067,"[""crowd_55067""]","[""Crowd""]",,,,False,False,False,False,,,,True
1929,crowd_55128,"[""crowd_55128""]","[""Crowd""]",,,,False,False,False,False,,,,True
1930,crowd_55130,"[""crowd_55130""]","[""Crowd""]",,,,False,False,False,False,,,,True
1931,crowd_55149,"[""crowd_55149""]","[""Crowd""]",,,,False,False,False,False,,,,True
1932,crowd_55151,"[""crowd_55151""]","[""Crowd""]",,,,False,False,False,False,,,,True
1933,crowd_55159,"[""crowd_55159""]","[""Crowd""]",,,,False,False,False,False,,,,True
1934,crowd_55161,"[""crowd_55161""]","[""Crowd""]",,,,False,False,False,False,,,,True
1935,crowd_55171,"[""crowd_55171""]","[""Crowd""]",,,,False,False,False,False,,,,True
1936,crowd_55187,"[""crowd_55187""]","[""Crowd""]",,,,False,False,False,False,,,,True
1937,crowd_55195,"[""crowd_55195""]","[""Crowd""]",,,,False,False,False,False,,,,True
1938,crowd_55200,"[""crowd_55200""]","[""Crowd""]",,,,False,False,False,False,,,,True
1939,crowd_55225,"[""crowd_55225""]","[""Crowd""]",,,,False,False,False,False,,,,True
1940,crowd_55237,"[""crowd_55237""]","[""Crowd""]",,,,False,False,False,False,,,,True
1941,crowd_55254,"[""crowd_55254""]","[""Crowd""]",,,,False,False,False,False,,,,True
1942,crowd_55264,"[""crowd_55264""]","[""Crowd""]",,,,False,False,False,False,,,,True
1943,crowd_55284,"[""crowd_55284""]","[""Crowd""]",,,,False,False,False,False,,,,True
1944,crowd_55337,"[""crowd_55337""]","[""Crowd""]",,,,False,False,False,False,,,,True
1945,crowd_55611,"[""crowd_55611""]","[""Crowd""]",,,,False,False,False,False,,,,True
1946,crowd_55666,"[""crowd_55666""]","[""Crowd""]",,,,False,False,False,False,,,,True
1947,crowd_55715,"[""crowd_55715""]","[""Crowd""]",,,,False,False,False,False,,,,True
1948,crowd_55820,"[""crowd_55820""]","[""Crowd""]",,,,False,False,False,False,,,,True
1949,crowd_5594,"[""crowd_5594""]","[""Crowd""]",,,,False,False,False,True,,,,True
1950,crowd_56053,"[""crowd_56053""]","[""Crowd""]",,,,False,False,False,False,,,,True
1951,crowd_56086,"[""crowd_56086""]","[""Crowd""]",,,,False,False,False,False,,,,True
1952,crowd_56186,"[""crowd_56186""]","[""Crowd""]",,,,False,False,False,False,,,,True
1953,crowd_56222,"[""crowd_56222""]","[""Crowd""]",,,,False,False,False,False,,,,True
1954,crowd_56231,"[""crowd_56231""]","[""Crowd""]",,,,False,False,False,False,,,,True
1955,crowd_56261,"[""crowd_56261""]","[""Crowd""]",,,,False,False,False,False,,,,True
1956,crowd_56315,"[""crowd_56315""]","[""Crowd""]",,,,False,False,False,False,,,,True
1957,crowd_56353,"[""crowd_56353""]","[""Crowd""]",,,,True,False,False,False,,,,True
1958,crowd_56392,"[""crowd_56392""]","[""Crowd""]",,,,False,False,False,False,,,,True
1959,crowd_56401,"[""crowd_56401""]","[""Crowd""]",,,,False,False,False,False,,,,True
1960,crowd_56437,"[""crowd_56437""]","[""Crowd""]",,,,False,False,False,False,,,,True
1961,crowd_56448,"[""crowd_56448""]","[""Crowd""]",,,,False,False,False,False,,,,True
1962,crowd_56519,"[""crowd_56519""]","[""Crowd""]",,,,False,False,False,False,,,,True
1963,crowd_56539,"[""crowd_56539""]","[""Crowd""]",,,,False,False,False,False,,,,True
1964,crowd_56545,"[""crowd_56545""]","[""Crowd""]",,,,False,False,False,False,,,,True
1965,crowd_56558,"[""crowd_56558""]","[""Crowd""]",,,,False,False,False,False,,,,True
1966,crowd_56564,"[""crowd_56564""]","[""Crowd""]",,,,False,False,False,False,,,,True
1967,crowd_56835,"[""crowd_56835""]","[""Crowd""]",,,,False,False,False,False,,,,True
1968,crowd_56871,"[""crowd_56871""]","[""Crowd""]",,,,False,False,False,False,,,,True
1969,crowd_57036,"[""crowd_57036""]","[""Crowd""]",,,,False,False,False,False,,,,True
1970,crowd_57099,"[""crowd_57099""]","[""Crowd""]",,,,False,False,False,False,,,,True
1971,crowd_57101,"[""crowd_57101""]","[""Crowd""]",,,,False,False,False,False,,,,True
1972,crowd_57188,"[""crowd_57188""]","[""Crowd""]",,,,False,False,False,False,,,,True
1973,crowd_57231,"[""crowd_57231""]","[""Crowd""]",,,,False,False,False,True,,,,True
1974,crowd_57256,"[""crowd_57256""]","[""Crowd""]",,,,False,False,False,False,,,,True
1975,crowd_57287,"[""crowd_57287""]","[""Crowd""]",,,,False,False,False,False,,,,True
1976,crowd_57347,"[""crowd_57347""]","[""Crowd""]",,,,False,False,False,True,,,,True
1977,crowd_57351,"[""crowd_57351""]","[""Crowd""]",,,,False,False,False,False,,,,True
1978,crowd_57385,"[""crowd_57385""]","[""Crowd""]",,,,False,False,False,False,,,,True
1979,crowd_57411,"[""crowd_57411""]","[""Crowd""]",,,,False,False,False,False,,,,True
1980,crowd_57415,"[""crowd_57415""]","[""Crowd""]",,,,False,False,False,False,,,,True
1981,crowd_57466,"[""crowd_57466""]","[""Crowd""]",,,,False,False,False,False,,,,True
1982,crowd_57487,"[""crowd_57487""]","[""Crowd""]",,,,False,False,False,False,,,,True
1983,crowd_57507,"[""crowd_57507""]","[""Crowd""]",,,,False,False,False,False,,,,True
1984,crowd_57510,"[""crowd_57510""]","[""Crowd""]",,,,False,False,False,False,,,,True
1985,crowd_57549,"[""crowd_57549""]","[""Crowd""]",,,,False,False,False,False,,,,True
1986,crowd_57602,"[""crowd_57602""]","[""Crowd""]",,,,False,False,False,False,,,,True
1987,crowd_57606,"[""crowd_57606""]","[""Crowd""]",,,,False,False,False,False,,,,True
1988,crowd_57616,"[""crowd_57616""]","[""Crowd""]",,,,False,False,False,False,,,,True
1989,crowd_57652,"[""crowd_57652""]","[""Crowd""]",,,,False,False,False,False,,,,True
1990,crowd_57664,"[""crowd_57664""]","[""Crowd""]",,,,False,False,False,False,,,,True
1991,crowd_57665,"[""crowd_57665""]","[""Crowd""]",,,,False,False,False,False,,,,True
1992,crowd_57668,"[""crowd_57668""]","[""Crowd""]",,,,False,False,False,False,,,,True
1993,crowd_57679,"[""crowd_57679""]","[""Crowd""]",,,,False,False,False,False,,,,True
1994,crowd_57703,"[""crowd_57703""]","[""Crowd""]",,,,False,False,False,False,,,,True
1995,crowd_57709,"[""crowd_57709""]","[""Crowd""]",,,,False,False,False,False,,,,True
1996,crowd_57722,"[""crowd_57722""]","[""Crowd""]",,,,False,False,False,False,,,,True
1997,crowd_57749,"[""crowd_57749""]","[""Crowd""]",,,,True,True,False,True,,,,True
1998,crowd_57760,"[""crowd_57760""]","[""Crowd""]",,,,False,False,False,False,,,,True
1999,crowd_57881,"[""crowd_57881""]","[""Crowd""]",,,,False,False,False,False,,,,True
2000,crowd_58120,"[""crowd_58120""]","[""Crowd""]",,,,False,False,False,False,,,,True
2001,crowd_58172,"[""crowd_58172""]","[""Crowd""]",,,,True,True,False,False,,,,True
2002,crowd_58212,"[""crowd_58212""]","[""Crowd""]",,,,True,True,False,True,,,,True
2003,crowd_58293,"[""crowd_58293""]","[""Crowd""]",,,,False,False,False,False,,,,True
2004,crowd_58336,"[""crowd_58336""]","[""Crowd""]",,,,False,False,False,False,,,,True
2005,crowd_58446,"[""crowd_58446""]","[""Crowd""]",,,,False,False,False,False,,,,True
2006,crowd_58864,"[""crowd_58864""]","[""Crowd""]",,,,False,False,False,False,,,,True
2007,crowd_59079,"[""crowd_59079""]","[""Crowd""]",,,,False,False,False,False,,,,True
2008,crowd_59228,"[""crowd_59228""]","[""Crowd""]",,,,False,False,False,False,,,,True
2009,crowd_596,"[""crowd_596""]","[""Crowd""]",,,,False,False,False,False,,,,True
2010,crowd_59721,"[""crowd_59721""]","[""Crowd""]",,,,False,False,False,False,,,,True
2011,crowd_59826,"[""crowd_59826""]","[""Crowd""]",,,,False,False,False,False,,,,True
2012,crowd_60057,"[""crowd_60057""]","[""Crowd""]",,,,False,False,False,False,,,,True
2013,crowd_60201,"[""crowd_60201""]","[""Crowd""]",,,,False,False,False,False,,,,True
2014,crowd_60303,"[""crowd_60303""]","[""Crowd""]",,,,True,False,False,False,,,,True
2015,crowd_60316,"[""crowd_60316""]","[""Crowd""]",,,,False,False,False,False,,,,True
2016,crowd_60357,"[""crowd_60357""]","[""Crowd""]",,,,False,False,False,False,,,,True
2017,crowd_60392,"[""crowd_60392""]","[""Crowd""]",,,,False,False,False,False,,,,True
2018,crowd_60412,"[""crowd_60412""]","[""Crowd""]",,,,False,False,False,False,,,,True
2019,crowd_60452,"[""crowd_60452""]","[""Crowd""]",,,,False,False,False,False,,,,True
2020,crowd_60503,"[""crowd_60503""]","[""Crowd""]",,,,False,False,False,False,,,,True
2021,crowd_60592,"[""crowd_60592""]","[""Crowd""]",,,,False,False,False,False,,,,True
2022,crowd_60687,"[""crowd_60687""]","[""Crowd""]",,,,False,False,False,False,,,,True
2023,crowd_60728,"[""crowd_60728""]","[""Crowd""]",,,,False,False,False,False,,,,True
2024,crowd_60784,"[""crowd_60784""]","[""Crowd""]",,,,False,False,False,False,,,,True
2025,crowd_60858,"[""crowd_60858""]","[""Crowd""]",,,,False,False,False,False,,,,True
2026,crowd_60955,"[""crowd_60955""]","[""Crowd""]",,,,False,False,False,False,,,,True
2027,crowd_60983,"[""crowd_60983""]","[""Crowd""]",,,,True,True,False,True,,,,True
2028,crowd_61087,"[""crowd_61087""]","[""Crowd""]",,,,False,False,False,False,,,,True
2029,crowd_61088,"[""crowd_61088""]","[""Crowd""]",,,,False,False,False,False,,,,True
2030,crowd_6114,"[""crowd_6114""]","[""Crowd""]",,,,False,False,False,False,,,,True
2031,crowd_61149,"[""crowd_61149""]","[""Crowd""]",,,,False,False,False,False,,,,True
2032,crowd_61159,"[""crowd_61159""]","[""Crowd""]",,,,False,False,False,False,,,,True
2033,crowd_61355,"[""crowd_61355""]","[""Crowd""]",,,,False,False,False,False,,,,True
2034,crowd_61384,"[""crowd_61384""]","[""Crowd""]",,,,False,False,False,False,,,,True
2035,crowd_61541,"[""crowd_61541""]","[""Crowd""]",,,,False,False,False,False,,,,True
2036,crowd_61560,"[""crowd_61560""]","[""Crowd""]",,,,False,False,False,False,,,,True
2037,crowd_61579,"[""crowd_61579""]","[""Crowd""]",,,,True,True,False,True,,,,True
2038,crowd_61603,"[""crowd_61603""]","[""Crowd""]",,,,False,False,False,False,,,,True
2039,crowd_61611,"[""crowd_61611""]","[""Crowd""]",,,,False,False,False,False,,,,True
2040,crowd_61711,"[""crowd_61711""]","[""Crowd""]",,,,False,False,False,False,,,,True
2041,crowd_61760,"[""crowd_61760""]","[""Crowd""]",,,,False,False,False,False,,,,True
2042,crowd_61762,"[""crowd_61762""]","[""Crowd""]",,,,False,False,False,False,,,,True
2043,crowd_61773,"[""crowd_61773""]","[""Crowd""]",,,,False,False,False,False,,,,True
2044,crowd_61795,"[""crowd_61795""]","[""Crowd""]",,,,False,False,False,False,,,,True
2045,crowd_61797,"[""crowd_61797""]","[""Crowd""]",,,,False,False,False,False,,,,True
2046,crowd_61803,"[""crowd_61803""]","[""Crowd""]",,,,False,False,False,False,,,,True
2047,crowd_61808,"[""crowd_61808""]","[""Crowd""]",,,,False,False,False,False,,,,True
2048,crowd_61854,"[""crowd_61854""]","[""Crowd""]",,,,False,False,False,False,,,,True
2049,crowd_61890,"[""crowd_61890""]","[""Crowd""]",,,,False,False,False,False,,,,True
2050,crowd_61974,"[""crowd_61974""]","[""Crowd""]",,,,False,True,False,True,,,,True
2051,crowd_62064,"[""crowd_62064""]","[""Crowd""]",,,,False,False,False,False,,,,True
2052,crowd_62094,"[""crowd_62094""]","[""Crowd""]",,,,False,False,False,False,,,,True
2053,crowd_62122,"[""crowd_62122""]","[""Crowd""]",,,,True,True,False,False,,,,True
2054,crowd_62640,"[""crowd_62640""]","[""Crowd""]",,,,False,False,False,False,,,,True
2055,crowd_6269,"[""crowd_6269""]","[""Crowd""]",,,,False,False,False,False,,,,True
2056,crowd_62717,"[""crowd_62717""]","[""Crowd""]",,,,False,False,False,False,,,,True
2057,crowd_62838,"[""crowd_62838""]","[""Crowd""]",,,,False,False,False,False,,,,True
2058,crowd_6284,"[""crowd_6284""]","[""Crowd""]",,,,False,False,False,False,,,,True
2059,crowd_62846,"[""crowd_62846""]","[""Crowd""]",,,,False,False,False,False,,,,True
2060,crowd_62976,"[""crowd_62976""]","[""Crowd""]",,,,False,False,False,False,,,,True
2061,crowd_63210,"[""crowd_63210""]","[""Crowd""]",,,,False,False,False,False,,,,True
2062,crowd_63211,"[""crowd_63211""]","[""Crowd""]",,,,False,False,False,False,,,,True
2063,crowd_63212,"[""crowd_63212""]","[""Crowd""]",,,,True,False,False,False,,,,True
2064,crowd_63227,"[""crowd_63227""]","[""Crowd""]",,,,False,False,False,False,,,,True
2065,crowd_63234,"[""crowd_63234""]","[""Crowd""]",,,,False,False,False,False,,,,True
2066,crowd_63267,"[""crowd_63267""]","[""Crowd""]",,,,False,False,False,False,,,,True
2067,crowd_63373,"[""crowd_63373""]","[""Crowd""]",,,,False,False,False,False,,,,True
2068,crowd_63404,"[""crowd_63404""]","[""Crowd""]",,,,False,False,False,False,,,,True
2069,crowd_63409,"[""crowd_63409""]","[""Crowd""]",,,,False,False,False,False,,,,True
2070,crowd_63450,"[""crowd_63450""]","[""Crowd""]",,,,True,True,False,True,,,,True
2071,crowd_63590,"[""crowd_63590""]","[""Crowd""]",,,,False,False,False,False,,,,True
2072,crowd_63607,"[""crowd_63607""]","[""Crowd""]",,,,False,False,False,False,,,,True
2073,crowd_63656,"[""crowd_63656""]","[""Crowd""]",,,,False,False,False,False,,,,True
